numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tpaquete1,tpaquete2,tpaquete3,tpaquete4,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,mdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
19477985,202005,1,0,1,39,43,0.08,3546.05,0,-7.12,7.19,7,1,0,0,0,1,1,0,1.49,2,502.47,0,942.18,1.17,464.88,1,0,0,1,2,123.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,163.8,2,164.23,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,28,1,3,0,0,386497.44,-943,,0,0,0,,,429503.89,,,4,0,,,1266,,,,0,0,0,386497.44,-2039,,105.72,123.69,0,0,0,429503.89,0,0,4,0,-123.69,0,1266,0,0,0,11.7,BAJA+1
19478020,202006,0,0,0,58,189,0,0,0,0,0,6,1,0,0,0,1,1,0,0,2,268.21,0,0,1.17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,63180,-913,,0,0,0,,,70200,,,-1,0,,,5691,,,,0,0,0,126360,-548,,0,0,0,,,140400,,,-1,0,,,5691,,,,0,BAJA+1
19482566,202004,0,0,0,45,42,1200.45,13249.8,1221.91,-19.23,0.89,8,1,0,1,0,1,1,0,-726.86,4,22.08,0,0,1.17,1365.21,2,0,0,1,0,0,1,0,0,0,0,2,32796.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,2,1221.91,0,0,0,0,0,1,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,63180,-943,,0,0,0,,,70200,,,1,0,,,1260,,,,0,0,0,101088,-2039,,0,0,0,,,112320,,,1,0,,,1249,,,,0,BAJA+1
19483047,202011,1,0,0,40,32,376.4,-10597.4,1451.5,-1056.25,137.36,7,1,0,0,0,1,1,0,-241.55,2,4.8,0,0,1.17,-1648.79,1,0,0,1,14,16400.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2202.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,6,1451.5,0,0,0,0,0,1,13197.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,30,0,0,0,0,88452,-150,,-44.56,-44.56,0,,,98280,,,5,0,,,949,,,,0,0,0,88452,-150,,14048.85,16437.15,0,2202.44,0,98280,0,0,5,0,-13115.19,0,949,2202.44,2,0,2000.7,BAJA+1
19484891,202010,1,0,0,39,161,539.44,18209.72,655.14,-194.8,95.91,6,1,0,0,0,1,1,0,0,2,3890.81,0,0,1.17,3410.64,2,0,0,1,1,3339.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3339.25,0,0,0,0,0,0,0,0,0,0,0,0,1,680.72,4,655.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,202176,-1794,,0,0,0,,,224640,,,3,0,,,2246,,,,0,0,0,252720,-1794,,2888.31,3379.32,0,3339.25,0,280800,0,0,3,0,-3503.57,0,4798,3339.25,1,0,163.8,BAJA+1
19496716,202006,0,0,0,79,190,0,0,0,0,0,9,1,0,0,0,1,1,0,-7770.08,3,0,2850.45,58.52,1.17,0,1,0,0,1,0,0,1,0,0,1,9540.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3368.48,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,202176,-791,,0,0,0,,,224640,,,-1,0,,,3250,,,,0,0,0,202176,-1186,,4096.09,4792.42,0,3361.85,5.38,224640,0,0,-1,0,-4193.18,0,4311,3361.85,4,0,362.7,BAJA+1
19497030,202005,1,0,0,51,189,1647.12,15061.72,1284.39,310.03,0,4,1,0,0,0,1,1,0,-7643.97,2,0,0,0,0,-9204.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,4,1284.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19499939,202002,1,0,1,50,8,2541.63,27996.53,2350.95,0,162.98,7,1,0,0,0,1,1,0,0,2,10787.94,0,0,1.17,7912.07,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2619.44,2,2350.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,488484.67,-1613,,0,0,0,,,542776.81,,,10,0,,,214,,,,0,0,0,571910.94,-1978,,0,0,0,,,635456.61,,,10,0,,,234,,,,0,BAJA+1
19503668,202003,1,0,0,70,159,339.13,24315.8,37.41,253.28,4.6,5,1,0,0,0,1,1,0,-5155.64,2,0,0,0,0,-12875.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,2,37.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,-1035,,3.63,3.63,0,0,0,561600,0,0,13,0,0,0,4814,0,0,0,0,0,6,0,-1400,,7717.24,9029.17,0,0,0,561600,0,0,13,0,0,0,4814,0,0,0,9020.7,BAJA+1
19506373,202009,1,0,0,65,173,1357.63,12478.36,1221.91,115.84,0.16,6,1,0,0,0,1,1,0,-3936.14,2,0,0,0,1.17,-5314.37,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,2,1221.91,0,0,0,0,0,2,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,25272,-1795,,0,0,0,,,28080,,,0,0,,,2246,,,,0,0,0,63180,-334,,-8.7,-10.17,0,,,70200,,,0,0,,,5148,,,,0,BAJA+1
19511893,202003,1,0,0,51,122,3253.38,29224.2,3101.1,130.15,0,5,1,0,0,0,1,1,0,-4835.04,2,0,0,0,1.17,-8820.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,8,3101.1,0,0,0,0,0,0,0,0,0,1,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2457,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19517504,202003,0,0,0,59,186,-3947.4,3078.6,-2199.51,-1497.53,3.61,5,1,0,0,0,1,1,0,-8297.68,2,0,0,0,1.17,-8056.42,1,0,0,0,0,0,0,0,0,1,7659.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2450.71,2,-2199.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19520067,202009,1,0,1,37,192,2200.99,15216.68,1876.75,224.27,52.86,9,1,0,0,0,1,1,0,-5757.32,2,0,0,0.88,0,-729.61,5,2,3065.4,1,2,2150.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,280.8,1,1718.34,0,0,0,0,0,0,0,0,0,0,0,0,1,1309.72,10,1876.75,0,0,0,0,0,3,11369.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,50,1,58,0,0,359083.53,-760,,0,0,0,,,398981.7,,,7,0,,,2547,,,,0,0,0,361310.62,-1917,,2098.72,2455.5,0,1709.37,5.77,401456.25,0,0,0,0,-2302.58,0,5756,1709.37,3,0,386.1,BAJA+1
19525053,202006,0,0,0,48,189,0,0,0,0,0,5,1,0,0,0,1,1,0,-18.83,2,2033.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19525417,202007,1,0,0,43,190,2255.67,19709.97,1289.74,730.88,94.7,5,1,0,0,0,1,1,0,-12308.77,2,0,0,0,1.17,-5758.5,2,0,0,0,0,0,0,0,0,6,11686.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,6,1289.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19526002,202003,1,0,1,39,37,1862.94,19231.57,1726.11,105.04,11.91,7,1,0,0,0,1,1,0,-2897.84,2,734.9,0,0,1.17,1572.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,2,1726.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,12,0,0,0,0,252720,-729,,0,0,0,,,280800,,,6,0,,,1119,,,,0,0,0,252720,-1094,,0,0,0,,,280800,,,6,0,,,1119,,,,0,BAJA+1
19530639,202006,0,0,0,54,189,0,0,0,0,0,7,1,0,0,0,1,1,0,-6379.89,2,31.85,0,0,1.17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19533730,202003,1,0,1,50,186,1256.72,10516.69,42.06,682.66,355.51,4,1,0,0,0,1,1,0,0,2,19144.32,0,697.71,0,20152.03,2,42,24875.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65542.51,0,0,1,606.06,1,2956.11,0,0,0,0,3,2004.73,0,0,0,0,0,0,0,0,8,42.06,0,0,0,0,0,3,20170.8,2,1484.73,9,23400,0,0,0,0,0,0,0,0,1,4,1,59,0,0,0,0,0,5,14040,4,9360,163,0,0,0,7,63180,-243,,10142.53,10142.53,0,0,0,70200,0,0,6,0,0,0,866,0,0,0,1778.4,0,7,63180,-243,,92623.15,108369.08,0,2956.11,0,70200,0,0,6,0,0,0,866,2956.11,1,0,87609.6,BAJA+1
19534305,202002,1,0,0,53,185,54.49,6475.21,62.47,-6.82,0,5,1,0,0,0,1,1,0,-1400.44,2,0,0,0,0,-1450.94,1,0,0,0,0,0,0,0,0,1,27900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19538379,202003,1,0,1,39,186,1321.71,78786.96,1284.39,2.87,29.03,6,1,0,0,0,1,1,0,-106.91,2,1790.73,0,19295.62,1.17,-1657.24,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,4,1284.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,62,0,0,0,0,0,0,0,0,0,7,1,23,0,0,101088,-851,,0,0,0,,,112320,,,6,0,,,3542,,,,0,0,0,176904,-608,,0,0,0,,,196560,,,6,0,,,4521,,,,0,BAJA+1
19539121,202008,1,0,1,37,191,3094.76,31072.39,1383.39,1408.37,54.34,5,1,0,0,0,1,1,0,-213.82,2,1082.07,0,0,0,-1657.24,2,0,0,0,0,0,1,4,4846.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2103.27,0,0,2,10951.2,0,0,0,0,2,,1,1361.45,8,1383.39,0,0,0,0,0,1,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,45,1,8,1,0,63180,-2128,21,64071.96,64071.96,0,4360.2,0,70200,0,0,5,0,-9528.65,0,2279,4360.2,3,0,10764,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19547540,202007,0,0,0,51,188,1281.27,12731.61,1221.91,50.74,0,4,1,0,0,0,1,1,0,-1679.96,2,0,0,0,1.17,-3250.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,2,1221.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19553123,202007,1,0,0,47,160,-1619.04,42528.5,1788.59,-2912.51,0,6,1,0,0,0,1,1,0,-21766.05,2,0,0,0,0,-25821.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,4,1788.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19554084,202011,1,0,0,38,158,2357.64,1035.47,2350.95,1.99,3.73,7,1,0,0,0,1,1,0,-408.83,2,221.45,0,0,1.17,-3066.3,1,0,0,1,4,2201.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2619.44,2,2350.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1171186.08,-760,,0,0,0,,,1301317.87,,,5,0,,,3592,,,,0,0,0,1162354.05,-426,,1904.2,2227.91,0,0,0,1291504.5,0,0,12,2227.91,-3446.41,0,4717,0,0,0,397.8,BAJA+1
19554493,202005,1,0,1,45,188,-4886.61,27033.02,0,-4207.16,30.57,7,1,0,0,0,1,1,0,-361278.43,2,0,0,0,0,-357497.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19555536,202005,1,0,1,38,188,1792.59,18045.41,1780.61,1.33,8.91,7,1,0,0,0,1,1,0,-566.98,2,0,0,10.42,1.17,-1934.85,1,0,0,1,1,1366.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1366.52,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,8,1780.61,0,0,0,0,0,1,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,126360,-790,,0,0,0,,,140400,,,4,0,,,2153,,,,0,0,0,126360,-547,,1167.97,1366.52,0,1366.52,0,140400,0,0,11,1366.52,-1366.52,0,5684,1366.52,1,0,46.8,BAJA+1
19555693,202001,1,0,0,45,119,-10283.05,6634.02,300.71,-9064.1,18.14,8,1,0,0,0,1,1,0,-12637.02,2,0,0,0,0,-13617.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,135.14,0,0,0,0,0,0,0,0,0,0,1,1089.25,8,300.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19558746,202006,0,0,0,61,189,0,0,0,0,0,6,1,0,0,0,1,1,0,0,2,3290.56,0,2249.58,1.17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,228.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,75816,-821,,0,0,0,,,84240,,,-1,0,,,2491,,,,0,0,0,63180,-1552,,1136.27,1329.43,0,228.03,0,70200,0,0,-1,0,-1315.18,0,2491,228.03,2,0,128.7,BAJA+1
19561407,202004,0,0,0,77,187,-341.03,13668.2,0,-291.48,0,7,1,0,0,0,1,1,0,-19139.57,2,0,0,0,0,-19139.57,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303264,-943,,0,0,0,,,336960,,,1,0,,,3465,,,,0,0,0,404352,-578,,0,0,0,,,449280,,,1,0,,,3465,,,,0,BAJA+1
19562303,202001,1,0,1,42,177,596.98,35529.57,2260.69,-2787.8,1365.82,5,1,0,0,0,1,1,0,0,2,48779.83,0,45.17,0,65397.88,3,2,876.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2465.65,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,6,2260.69,0,0,0,0,0,1,117000,0,0,1,468,0,0,0,0,0,0,0,0,1,5,1,22,1,0,0,0,1,1,468,0,0,28,1,89,0,9,252720,-758,,1065.51,1065.51,0,0,0,280800,0,0,23,1065.51,-1065.51,0,4378,0,0,0,117,0,9,505440,-758,,38763.24,45352.99,0,31823.98,10.26,561600,0,0,23,45352.99,-50361.43,14.19,4378,31823.98,12,0,4773.6,BAJA+1
19566877,202011,1,0,0,56,31,1436.16,11768.29,1228.12,0,177.81,6,1,0,0,0,1,1,0,0,2,11031.33,0,0,1.17,0,2,4,2189.24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143.03,0,0,0,0,0,0,1,1361.45,6,1228.12,0,0,0,0,0,0,0,1,8341.74,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,17,0,1,0,0,126360,-1581,,0,0,0,,,140400,,,12,0,,,265,,,,0,0,0,126360,-1946,,-5.39,-6.3,0,,,140400,,,12,0,,,265,,,,0,BAJA+1
19570876,202007,1,0,1,35,190,2526.68,38602.27,1242.9,1080.15,17.1,6,1,0,0,0,1,1,0,-9266.09,2,1132.99,0,45.68,1.17,10262.15,1,2,2211.3,0,0,0,0,0,0,1,24282.74,0,0,0,0,0,0,0,0,0,0,2,206.44,0,0,0,0,0,0,0,0,0,2,734.76,0,0,0,0,0,0,1,431.01,0,0,0,0,0,0,1,1361.45,8,1242.9,0,0,0,0,0,8,123622.2,6,164268,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,110,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19572896,202011,1,0,0,48,166,1110.64,7349.5,1311.68,-1581.11,1409.28,7,1,0,0,0,1,1,0,0,2,49495.72,0,26.62,1.17,339.88,1,3,7343.62,0,0,0,1,5,50236.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,886.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1311.68,0,0,0,0,0,5,82836,2,89948.26,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,55,1,1,0,0,505440,-791,,50236.16,50236.16,0,50236.16,0,561600,0,0,5,50236.16,-13736.75,0,3242,50236.16,5,0,2000.7,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
19579098,202008,1,0,1,52,191,12106.96,59313.29,140.57,10145.53,82.15,6,1,0,0,1,1,1,0,-27032.53,4,3512.05,0,0,0,58.64,1,2,21141.9,0,0,0,0,0,0,6,230001.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86928.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,140.57,0,0,0,0,0,2,86928.51,0,0,6,23517,0,0,0,0,0,0,0,0,1,1,1,36,1,9,2,1,0,2,5967,4,17550,44,1,285,0,9,126360,-425,,0,0,0,,,140400,,,5,0,,,685,,,,0,1,9,126360,-1886,113,224512.17,262679.23,0,0,0,140400,0,0,5,0,0,0,685,0,0,0,136316.7,BAJA+1
19588145,202006,0,0,0,43,33,0,0,0,0,0,5,1,0,0,0,1,1,0,-1911.79,2,1314.44,0,0,1.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,1,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,9,252720,-852,,3500.13,3500.13,0,0,0,280800,0,0,-1,0,-1037.57,0,1001,0,0,0,1766.7,0,9,252720,-1217,,2688.56,3145.61,0,0,0,280800,0,0,-1,35.28,-4508.04,0,1001,0,0,0,339.3,BAJA+1
